text,language
"Setelah terjadi berbagai dinamika sosial, saat ini MHA Rongi bermukim di Desa Sandang Pangan yang di dalamnya dihuni oleh MHA Rongi dan kadie Hendea.",Indonesian
Pintu masuk ini terlihat sederhana tanpa bingkai berhiaskan pahatan.,Indonesian
Desa krasak ini antara kampung dan kampung selalu dipisahkan oleh sawah dan ladang bahkan antara Dukuh Babadan dan krasak dipisahkan oleh sungai.,Indonesian
Ada yang senang dan ada yang sangat benci dengan adanya kabar itu.,Indonesian
"Female First memberikan review umumnya positif, mengatakan bahwa lagu itu bukan yang terbaik di album ini namun lagu ini ""menyenangkan"" dan ""optimis"" dan memuji acuannya untuk Chevrolet.",Indonesian
"Versi terjemahan bahasa Inggris bisa ditemukan di dunia maya, begitu juga banyak tersedia publikasi versi cetakan.",Indonesian
"Saat pengundian berlangsung, identitas tim yang mewakili AFC dan CONMEBOL belum diketahui.",Indonesian
"Keanehan pun terjadi tepat ketika bulan purnama penuh, Romeo melolong dan berubah jadi serigala.",Indonesian
"Satelit BRIsat mampu menjangkau wilayah Indonesia, ASEAN, Asia Timur termasuk sebagian Tiongkok, Laut Pasifik termasuk Hawaii dan Australia Barat.",Indonesian
"Lewat CCTV bersuara, Oggy dapat melakukan jebakan-jebakan hebat kepada kecoa.",Indonesian
Makanan tersebut biasanya dimakan dengan kari ayam atau sapi.,Indonesian
Awalnya ia menentang Yuuta dan Taisuke.,Indonesian
"Sejak 2008, uskupnya adalah Halvor Nordhaug.",Indonesian
"Episode anime ini disutradarai oleh Eiji Suganuma dan diproduksi oleh studio animasi Jepang, Studio Barcelona.",Indonesian
Juri mencatat bahwa kota ini meraih banyak kemajuan dalam pengolahan sampah dan limbah.,Indonesian
Dia tidak membela diri dari tertabrak Honami atau Adilisia untuk melakukan apa-apa.,Indonesian
"Elod sendiri memiliki ciri-ciri berwarna hijau tua kecoklatan, memiliki postur padat namun lembek, dan memiliki rasa asin gurih.",Indonesian
"Meskipun masih muda, Antiokhos muda memiliki kemauan yang kuat.",Indonesian
Gedung Parlemen Malaysia di Kuala Lumpur.,Indonesian
Terlahir sebagai putra seorang petani Tulip yang sukses.,Indonesian
Tidak ada laki-laki lain yang diizinkan masuk ke rumah para wanita itu.,Indonesian
"Selama abad ke-15, bahasa Norwegia pertengahan berangsur-angsur tidak lagi digunakan sebagai bahasa tulis.",Indonesian
Glukokortikoid kemudian mengurangi laju sekresi hipotalamus dan kelenjar pituitari bila jumlah glukokortikoid yang dikeluarkan sudah cukup.,Indonesian
"Mengetahui bahwa Phitsanulok telah disokong oleh kekuatan penuh, Raja Setthathirath menarik serangannya namun menangkis penyerbuan dari lima jenderal Burma yang mengejarnya di perjalanan kembali menuju Vientiane.",Indonesian
Bed ini merupakan tanda pengenal buat anggota SEAL dalam pertempuran bersama dengan unit pasukan khusus lainnya.,Indonesian
Al-Qur'an tidak turun secara sekaligus dalam satu waktu melainkan berangsur-angsur supaya meneguhkan diri Rasul.,Indonesian
"Dari kota ini, porselen Mei�en berasal.",Indonesian
"Sekarang ini, toge panyabungan dapat dijumpai dengan mudah tidak hanya pada saat bulan puasa.",Indonesian
Begitu pula hubungan di antara sesama kelompok artropoda masih sering diperdebatkan.,Indonesian
"Saat ini beribu kota di Pintas Tuo, sebuah desa di tepian Sungai Batang Tabir.",Indonesian
Panjang ikan ini bisa mencapai 1.5 meter.,Indonesian
"Simpang Ulim misalnya, harus mengeluarkan biaya tambahan untuk pajak eskpornya, yang dengan mata uang Singapura, nilai tambahan itu mencapai S$40 per kayon (pikul) lada.",Indonesian
"Kegiatan basapa yang merupakan wisata sejarah islam ini tidak asing lagi bagi masyarakat Pariaman, Ulakan khususnya.",Indonesian
Ia juga membintangi film Repo!,Indonesian
"Jeff panik dan mengatakan kepadanya bahwa ia belum siap menjadi seorang ayah, membuat Erin marah karena terus-menerus lari dari masalahnya.",Indonesian
Tarian ini adalah tari merumput padi atau setelah memotong padi yang bersifat hiburan.,Indonesian
Tilongolo dalam bahasa Indonesia artinya senjata.,Indonesian
Di dalam klenteng terdapat sebuah prasasti berhuruf kanji yang berisi informasi tentang pembangunan klenteng.,Indonesian
"Kata Aram ""�vaqtan�"" didasarkan pada kata kerja (",Indonesian
"Album mini ini dibarengi oleh singel utama ""retro"" ""Oh!",Indonesian
Liverpool FC berada di urutan ke 8 klasemen hasil terburuk selama 29 tahun terakhir.,Indonesian
"Di bawah pelatih Halim Panggabean, Taufik Lubis, dan Eddy Simon, Benny bertambah matang.",Indonesian
"Pada tahun 1858, Vuitton memperkenalkan koper dengan bagian atas rata berbahan kanvas trianon, sehingga ringan dan ketat.",Indonesian
Masjid ini menjadi kebanggaan masyarakat Muslim Singkawang.,Indonesian
Daerah bagian hulu DAS Ayung terletak pada topografi miring sampai sangat curam.,Indonesian
Pekuburan orang Eropa di Tanah Abang (,Indonesian
Dari penerapan ini kemudian berkembang teori elektrokinetik.,Indonesian
Kemudian ada phone banking yang mulai menghilangkan batas fisik dimana nasabah dapat menggunakan telepon untuk melakukan aktivitas perbankannya.,Indonesian
Tebu adalah tanaman yang ditanam untuk bahan baku gula.,Indonesian
"Namun, Menteri Perhubungan Melanie Schultz van Haegen mengatakan untuk menunggu investigasi yang lebih lanjut untuk melihat apabila temuan awal dapat dipastikan.",Indonesian
"Setelah lokasi hutan didapatkan, para pria akan melakukan penebangan kayu, sementara para wanita membantu dengan memberi hiburan dengan bernyanyi dan menari.",Indonesian
Bormann memegang semua urusan dalam hal birokrasi.,Indonesian
UU Perwakilan Rakyat 1981 mengecualikan orang yang saat ini menjalani hukuman penjara setahun atau lebih.,Indonesian
Raffles datang untuk membangun pelabuhan Britania yang menyaingi Belanda.,Indonesian
"Seorang penulis sejarah menggambarkan dirinya sebagai tokoh berbahaya bagi musuh-musuhnya di istana: ""Ratu Jeanne yang lumpuh dari Bourgogne.",Indonesian
"Sementara penerbangan internasional penumpang perdana dilaksanakan setahun kemudian, tepatnya tanggal 19 April 1972 dengan rute Seoul-Los Angeles.",Indonesian
Berikut ini adalah jadwal kereta api penumpang yang berhenti di Stasiun Garum per 10 Februari 2021 (sesuai Gapeka 2021).,Indonesian
"Anggota Pusbang Tendik sadar bahwa upaya mencapai visi dengan melaksanakan misi yang telah disepakati memerlukan tidak hana kerja keras, tetapi juga kerja lebih cerdas.",Indonesian
Pracinwata disebut sebagai penakluk negara timur dimana matahari terbit (,Indonesian
Prestasi Persib kembali meningkat pada musim 1975-1978.,Indonesian
"Dalam proses perkembangannya, pemerolehan bahasa kedua dapat dibagi menjadi lima tahap: preproduksi, produksi awal, bicara awal, fasih, dan mahir.",Indonesian
"Lagu ""Aku Tahu Ini Cinta"" dengan cara yang bersahaja ingin menceritakan bagaimana indahnya merasakan jatuh cinta dan membagikan kebahagiaan yang ada di dalamnya kepada semua orang di sekitar kita.",Indonesian
"Winslet memerankan ibu dari Llewelyn Davies boys, Sylvia.",Indonesian
"Setelah siaran percobaan berhasil, ABC setuju mengizinkan Crosby untuk merekam acara-acaranya pada pita.",Indonesian
"Romawi juga akhirnya kehabisan dana dan sumber daya manusia, yang turun jumlahnya sebesar 17 persen sejak awal perang.",Indonesian
Jepang malah menemukan dia terlalu independen.,Indonesian
"Namun, pengaruh-pengaruh yang di luar kendali seseorang tidak dianggap sebagai sesuatu yang berdosa baik dalam pengaruh itu sendiri maupun akibat dari pengaruh tersebut.",Indonesian
Filter juga memiliki beberapa jenis dan semuanya memiliki kegunaan masing-masing.,Indonesian
"Dance berharap dapat meyakinkan Linois bahwa armadanya terdiri atas kapal-kapal perang bersenjata lengkap dan ia lalu memerintahkan brig Ganges dan empat kapal utama mengibarkan bendera biru, sementara lainnya mengibarkan bendera merah.",Indonesian
"Traumatologi (dari bahasa Yunani Trauma ""yang berarti luka"" atau luka) adalah studi tentang luka dan luka yang disebabkan oleh kecelakaan atau kekerasan kepada seseorang, dan terapi bedah dan perbaikan kerusakan.",Indonesian
"Sedangkan Gu?ngzh?u, yang merupakan ibu kota dari Provinsi Gu?ngd?ng, dengan julukan sebagai Pintu Utama Selatan Cina, merupakan pusat politik, ekonomi, ilmu pengetahuan dan transportasi di Cina Selatan.",Indonesian
Tarikan pasang surut Bulan akan terus berlanjut sampai perputaran Bumi dan periode orbit Bulan sesuai.,Indonesian
Manajemen bakat juga merupakan keterampilan penting dan perlu bagi orang-orang di dalam angkatan kerja untuk memperolehnya.,Indonesian
Provinsi Dataran Tinggi Timur adalah sebuah provinsi di dataran tinggi Papua Nugini.,Indonesian
"Suku Breton juga telah bermigrasi ke luar Bretagne dan membentuk komunitas diaspora di wilayah Prancis lain, termasuk wilayah seberang laut.",Indonesian
Jalan masuk dari Aek Godang lewat Desa Sampuran Simarloting dan Desa Pangirkiran.,Indonesian
Terdapat berbagai cara untuk menyiarkan konten TV yang dapat disiarkan untuk umum.,Indonesian
Keduanya tinggal di suatu desa bernama Betoyo yang kini berada di sebelah timur dari desa Sumberrejo.,Indonesian
Teori-Teori Belajar Untuk Pengajaran.,Indonesian
Yang anda akan temukan adalah sebuah kebersamaan.,Indonesian
"Tempat tersebut juga digunakan untuk acara-acara lainnya, seperti konser.",Indonesian
Jalur kereta api Trans-Iran (,Indonesian
"Setelah beberapa bulan barulah pakan ikan gurame dapat diganti berupa tumbuhan air lunak, dedaunan seperti daun talas, daun papaya, daun singkong, daun lamtoro, dll.",Indonesian
Arang dari kayu ini dapat digunakan berkali-kali.,Indonesian
"Sebagai Gubernur Sumatera, Hasan menunjuk tiga gubernur muda untuk bertindak sebagai wakilnya di Karesidenan.",Indonesian
"Pada April 2019, grup ini telah menjual lebih dari 60 juta rekaman, termasuk lebih dari 6 juta album.",Indonesian
"Tata letak QWERTY menjadi populer dengan keberhasilan Remington No.2 tahun 1878, mesin tik pertama yang menyertakan huruf besar dan kecil, menggunakan tombol shift.",Indonesian
"Melengkapi statusnya sebagai negara seniman dan ilmuwan, Austria senantiasa menjadi negara bagi para penyair, penulis, dan novelis.",Indonesian
Beberapa negara telah mengadopsi rekomendasi ini sebagai undang-undang untuk mencegah penyebaran penyakit ini.,Indonesian
"Kemudian pada tahun 1997, diadakan kesepakatan dalam bentuk surat- menyurat dalam rangka mencapai kata sepakat untuk mengubah perjanjian mengenai penggunaan energi atom secara bijak hanya pada bahasan mengenai petunjuk keamanan penggunaan nuklir.",Indonesian
"Sebagai kompensasi atas hilangnya jabatan mereka, Appius Claudius dan Titus Genucius diangkat dalam desemviri.",Indonesian
Minuman ini dapat dibeli pra-campuran atau dibuat di rumah.,Indonesian
Pedang ini adalah perlambang keadilan dan kekuatan.,Indonesian
"Saya berpikir, ""Ya Tuhan, aku tidak sempurna.",Indonesian
"Dimensinya adalah panjang 23 cm kali diameter 1.8 cm, berat 200 gram.",Indonesian
"Ia membentuk kristal putih, cokelat, abu-abu, atau merah muda.",Indonesian
Chairman dan CEO Hyundai Chung Mong-koo menyatakan bahwa Hyundai Genesis adalah usaha Hyundai untuk masuk dalam arena yang dikuasai merek-merek mewah Eropa.,Indonesian
"Salah satu daerah perlindungan yang terkenal adalah Guanabacoa, yang kini merupakan daerah suburban Havana.",Indonesian
"Pada 2016, ia bermain sebagai Hadiza Ahmed di film North East, karakternya adalah seorang wanita Islam yang memulai hubungan romantis dengan seorang pria dari latar belakang agama yang berbeda.",Indonesian
"Kedua media ini saling menabuh genderang perang dengan menyajikan berita-berita bombastis, sensasional dan kontroversial dengan tujuan utama peningkatan oplah.",Indonesian
"Kematiannya membuat ia mengurangi beban kerjanya, namun tetap meluangkan waktu untuk menerbitkan memoarnya, Terugblik op mijn levensweg, 1840�1924 (Melihat Balik ke Kehidupanku, 1840�1924), in 1924.",Indonesian
"Pada zaman penjajahan, TGKH.",Indonesian
"Pada Juli 2018, Stuhlbarg mengatakan bahwa Guadagnino dan Aciman sangat senang dengan proyek tersebut dan sutradara serius ""tentangnya.",Indonesian
"Sebagai tambahan, minyak bayi bisa digunakan untuk memijit bayi dan sebagai bahan tambahan pada losion dan krim.",Indonesian
"Novel ini mengangkat kontekstual adat dan budaya semacam kawin paksa, harta warisan, hubungan kekerabatan, dan tradisi lokal Mandailing-Angkola.",Indonesian
"Dari pihak tentara gabungan, mereka kehilangan lebih banyak: 7.468 jiwa.",Indonesian
"Pada bulan Juni 1998, MES mengakuisisi Tracor, salah satu kontraktor pertahanan asal Amerika Serikat, seharga �830 juta.",Indonesian
"Salah satu contohnya setelah adegan pemisahan yang tragis, film ini mendapatkan adegan komik yang sedikit dan bahkan cukup berwarna dalam rangkaian adegan sirkus namun plot film diedit dengan sangat mulus.",Indonesian
"Di sejumlah daerah yang penduduknya menuturkan bahasa Inggris, laguna pesisir kadang-kadang disebut sound, bay, river, atau lake.",Indonesian
"Vinchio pada tahun 2004, memiliki penduduk sebanyak 665 jiwa.",Indonesian
"Ia dipercaya memimpin MK selama 2 periode (2003-2006, dan 2006-2008).",Indonesian
Film The Wolf of Wall Street mendapatkan $116.900.694 di Amerika Utara dan $275.100.000 di negara lain.,Indonesian
"Wolff lalu menjadi koordinator dari semua aktivitas balap Mercedes-Benz, menggantikan Norbert Haug.",Indonesian
"The International Institute of Social History mengadakan sejumlah pembahasan terhadap Api Pemuda Indonesia, mulai dari tahun 1968 sampai 1978.",Indonesian
"Namun, berkaca pada sejarah, kompetisi seni telah memberi peranan penting bagi perkembangan seni rupa di Indonesia.",Indonesian
"ATM sering ditempatkan di lokasi-lokasi strategis, seperti restoran, pusat perbelanjaan, bandar udara, pasar, dan kantor-kantor bank itu sendiri.",Indonesian
Levenson meneliti kemungkinan eksistensi krisis paruh baya dan dampaknya.,Indonesian
Chang'e sadar ia tidak akan mampu mengalahkan Feng Meng dan satu-satunya cara baginya untuk melarikan diri adalah menelan obat keabadian dan terbang ke surga sehingga Feng Meng tidak dapat menggapainya.,Indonesian
Perjalanan hidup mereka di pesantren tidaklah mudah karena Abbad (,Indonesian
Senyawa ini merupakan senyawa organik pertama yang berhasil disintesis dari senyawa anorganik.,Indonesian
Tipe kedua adalah dual flush yang kini lebih sering ditemui pada toilet modern.,Indonesian
"Dengan Qin Zongquan hancur, Zhu Quanzhong mampu bertindak melawan Shi Pu.",Indonesian
"Akibat serangan yang dilancarkan oleh Habr�, Organisasi Kesatuan Afrika meminta GUNT untuk memulai perundingan rekonsiliasi dengan Habr�, tetapi permintaan tersebut ditolak oleh Goukouni dengan nada penuh amarah.",Indonesian
Bentuk terakhir mendasari antichresis modern.,Indonesian
"Eksis di Australia dan Tiongkok, Evans & Peck menyediakan jasa untuk sektor infrastruktur sosial, transportasi, tenaga, energi, sumber daya, dan air.",Indonesian
"Sejak 1998, daerah Sool dan Sanaag dipersengketakan oleh Puntland dan Somaliland.",Indonesian
"Jumlah kantong belanja plastik yang dibuang di AS selain dari bagian dunia lainnya adalah angka yang sulit untuk dipahami, inilah mengapa penting bahwa solusi dipertimbangkan, ditimbang dan diukur untuk mengatasi masalah yang sedang berkembang ini.",Indonesian
Akan tetapi melalui kompas.com ini kita dapat mengetahui kejadian-kejadian yang baru terjadi tanpa harus menunggu dicetak.,Indonesian
"Beberapa saat kemudian, Riko menabrak Ichika.",Indonesian
Sukarno pula-lah yang mengemukakan dan menggunakan istilah �Pancasila� (secara harfiah berarti lima dasar) pada rumusannya ini atas saran seorang ahli bahasa (Muhammad Yamin) yang duduk di sebelah Sukarno.,Indonesian
S-23ML standar memiliki radar Sapfir-23ML dan IRST TP-23ML.,Indonesian
H. Abdul Karim Amarullah yang radikal serta kawan-kawannya empat serangkai yang moderat dan Kaum Tua (Tradisional) dipimpin Syeikh Chatib Muhammad Ali Al-Fadaniy yang radikal dan Syeikh Bayang (Syeikh Muhammad Dalil bin Muhammad Fatawi) yang moderat.,Indonesian
Dahulu kapal-kapal samudera membongkar dan memuat barang-barangnya di selat Madura untuk kemudian dengan tongkang dan perahu- perahu dibawa ke Jembatan Merah (pelabuhan pertama saat itu) yang berada di jantung kota Surabaya melalui sungai Kalimas.,Indonesian
Grup ini aktif hingga tahun 2014 dan dibubarkan.,Indonesian
Tanda hubung dipakai sebagai pemisah antar suku kata.,Indonesian
"Kontekstualisasi: Makna, Metode dan Model.",Indonesian
Hewan ini dapat ditemukan mana-mana pada tempat tinggal tanpa pendingin udara di daerah tropis dan dataran rendah.,Indonesian
Setiap proses Google Compute Engine dimulai dengan penyimpanan sumber yang disebut disk persisten.,Indonesian
"Payung Mesikhat pada awal mulanya hanya berwarna hitam polos saja, kemudian dibuat menjadi berbagai motif sebagai penghiasnya.",Indonesian
Itulah sebabnya kini Watu Dodol berada di tengah dua ruas jalan.,Indonesian
Interaksi dengan orang di luar etnis Tionghoa cukup intensif.,Indonesian
"M 1 berperan sekitar sepertiga dari seluruh aktivitas farmakologi dari obat glimepirid, namun tidak diketahui apakah hal ini bermakna secara klinis pada kadar glukosa darah.",Indonesian
Sementara para penyihir yang dikenal sebagai Magi Knight mengungsi ke Thamasa untuk menghindari pertikaian dengan manusia lain.,Indonesian
